name,type,category,power,accuracy,flavor
Thunder,Electric,Special,110,70,An attack that may cause paralysis.|A lightning attack that may cause paralysis.|A brutal lightning attack that may also leave the foe paralyzed.|A wicked thunderbolt is dropped on the foe to inflict damage. It may also leave the target paralyzed.|A wicked thunderbolt is dropped on the target to inflict damage. It may also leave the target with paralysis.|A wicked thunderbolt is dropped on the target to inflict damage. This may also leave the target with paralysis.
Rock Throw,Rock,Physical,50,90,"Drops rocks on the enemy.|Throws small rocks to strike the foe.|The foe is attacked with a shower of small, easily thrown rocks.|The user picks up and throws a small rock at the foe to attack. |The user picks up and throws a small rock at the target to attack."
Earthquake,Ground,Physical,100,100,"Tough but useless vs. flying foes.|A powerful quake, but has no effect on flying foes.|An earthquake that strikes all POKéMON in battle excluding the user.|The user sets off an earthquake that hits all the Pokémon in the battle. |The user sets off an earthquake that strikes those around it.|The user sets off an earthquake that strikes every Pokémon around it. |The user sets off an earthquake that strikes every Pokémon around it."
Fissure,Ground,Physical,0,30,"A ground-type, one-hit KO attack.|A one-hit KO move that drops the foe in a fissure.|The foe is dropped into a fissure. The foe faints if it hits.|The user opens up a fissure in the ground and drops the foe in. The target instantly faints if it hits.|The user opens up a fissure in the ground and drops the target in. The target instantly faints if it hits.|The user opens up a fissure in the ground and drops the target in. The target faints instantly if this attack hits."
Dig,Ground,Physical,80,100,"1st turn: Burrow 2nd turn: Attack|Digs underground the first turn and strikes next turn.|An attack that hits on the 2nd turn. Can also be used to exit dungeons.|The user burrows, then attacks on the second turn. It can also be used to exit dungeons.|The user burrows, then attacks on the next turn. It can also be used to exit dungeons.|The user burrows, then attacks on the next turn.|The user burrows into the ground, then attacks on the next turn."
Toxic,Poison,Status,0,90,A poison move with increasing damage.|Poisons the foe with an intensifying toxin.|A move that badly poisons the foe. Its poison damage worsens every turn.|A move that leaves the target badly poisoned. Its poison damage worsens every turn.
Confusion,Psychic,Special,50,100,An attack that may cause confusion.|A psychic attack that may cause confusion.|A weak telekinetic attack that may also leave the foe confused.|The foe is hit by a weak telekinetic force. It may also leave the foe confused.|The target is hit by a weak telekinetic force. It may also leave the target confused.|The target is hit by a weak telekinetic force. This may also confuse the target.
Psychic,Psychic,Special,90,100,An attack that may lower SPCL.DEF.|A powerful psychic attack that may lower SP. DEF.|A strong telekinetic attack. It may also lower the foe’s SP. DEF stat.|The foe is hit by a strong telekinetic force. It may also reduce the foe’s Sp. Def stat.|The target is hit by a strong telekinetic force. It may also reduce the target’s Sp. Def stat.|The target is hit by a strong telekinetic force. This may also lower the target’s Sp. Def stat.
Hypnosis,Psychic,Status,0,60,May put the foe to sleep.|A hypnotizing move that may induce sleep.|Hypnotic suggestion is used to make the foe fall into a deep sleep.|The user employs hypnotic suggestion to make the target fall into a deep sleep.
Meditate,Psychic,Status,0,100,"Raises the user's ATTACK.|Meditates in a peaceful fashion to raise ATTACK.|The user meditates to awaken its power and raise its ATTACK stat.|The user meditates to awaken the power deep within its body and raise its Attack stat.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Agility,Psychic,Status,0,100,Sharply increases the user's SPEED.|Relaxes the body to sharply boost SPEED.|The user relaxes and lightens its body to sharply boost its SPEED.|The user relaxes and lightens its body to move faster. It sharply boosts the Speed stat.|The user relaxes and lightens its body to move faster. This sharply raises the Speed stat.
Quick Attack,Normal,Physical,40,100,Lets the user get in the first hit.|An extremely fast attack that always strikes first.|An almost invisibly fast attack that is certain to strike first.|The user lunges at the foe at a speed that makes it almost invisible. It is sure to strike first.|The user lunges at the target at a speed that makes it almost invisible. It is sure to strike first.|The user lunges at the target at a speed that makes it almost invisible. This move always goes first.
Rage,Normal,Physical,20,100,"Raises ATTACK if the user is hit.|Raises the user’s ATTACK every time it is hit.|An attack that becomes stronger each time the user is hit in battle.|While this move is in use, it gains attack power each time the user is hit in battle. |As long as this move is in use, the power of rage raises the Attack stat each time the user is hit in battle.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Teleport,Psychic,Status,0,100,"A move for fleeing from battle.|A psychic move for fleeing from battle instantly.|Use it to flee from any wild POKéMON. Also warps to the last POKé CENTER.|Use it to flee from any wild Pokémon. It may also be used to warp to the last Poké Center visited.|Use it to flee from any wild Pokémon. It can also warp to the last Pokémon Center visited.|Use it to flee from any wild Pokémon.|The user switches places with a different Pokémon instantly, using telekinetic power.|The user switches places with a party Pokémon in waiting, if any. If a wild Pokémon uses this move, it flees."
Night Shade,Ghost,Special,0,100,The user's level equals damage HP.|Inflicts damage identical to the user’s level.|An attack with a mirage that inflicts damage matching the user’s level.|The user makes the foe see a mirage. It inflicts damage matching the user’s level.|The user makes the target see a frightening mirage. It inflicts damage matching the user’s level.|The user makes the target see a frightening mirage. It inflicts damage equal to the user’s level.
Mimic,Normal,Status,0,100,Copies a move used by the foe.|Copies a move used by the foe during one battle.|The user copies the move last used by the foe for the rest of the battle.|The user copies the move last used by the foe. The move can be used for the rest of the battle.|The user copies the target’s last move. The move can be used during battle until the Pokémon is switched out.
Screech,Normal,Status,0,85,Sharply reduces the foe's DEFENSE.|Emits a screech to sharply reduce the foe’s DEFENSE.|An ear-splitting screech is emitted to sharply reduce the foe’s DEFENSE.|An earsplitting screech is emitted to sharply reduce the foe’s Defense stat. |An earsplitting screech harshly reduces the target’s Defense stat.|An earsplitting screech harshly lowers the target’s Defense stat.
Double Team,Normal,Status,0,100,"Heightens evasive­ ness.|Creates illusory copies to raise evasiveness.|The user creates illusory copies of itself to raise its evasiveness.|By moving rapidly, the user makes illusory copies of itself to raise its evasiveness. |By moving rapidly, the user makes illusory copies of itself to raise its evasiveness."
