name,abilities,moves,levels,tms,trs
Alolan Dugtrio,Sand Veil-Tangling Hair-Sand Force,Growl-Metal Claw-Night Slash-Rototiller-Sand Attack-Sand Tomb-Tri Attack-Astonish-Mud Slap-Magnitude-Bulldoze-Sucker Punch-Mud Bomb-Earth Power-Dig-Iron Head-Earthquake-Fissure,1-1-1-1-1-1-1-7-10-14-18-22-25-30-35-41-47-53,1-6-10-11-15-17-21-26-27-32-34-36-37-39-40-42-44-45-46-48-49-65-68-71-78-80-87-88-90-91-100,1-10-12-19-20-21-22-26-27-35-46-67-70-74-75-78-83-85-94
Galarian Meowth,Pickup-Tough Claws-Unnerve,Fake Out-Growl-Hone Claws-Scratch-Pay Day-Metal Claw-Taunt-Swagger-Fury Swipes-Screech-Slash-Metal Sound-Thrash,1-1-4-8-12-16-20-24-29-32-36-40-44,,0-1-8-9-17-20-26-27-31-32-33-35-37-42-46-52-58-59-68-73-74-81-85-90-95
Alolan Meowth,Pickup-Technician-Rattled,Growl-Scratch-Bite-Fake Out-Fury Swipes-Screech-Feint Attack-Taunt-Pay Day-Slash-Nasty Plot-Assurance-Captivate-Night Slash-Feint-Dark Pulse,1-1-6-9-14-17-22-25-30-33-38-41-46-49-50-55,1-6-10-11-12-17-18-21-24-25-27-30-32-40-41-42-44-45-46-48-49-60-63-65-66-77-85-88-89-90-97-100,1-8-9-17-20-26-27-31-33-35-37-42-58-59-68-73-81-85-90-95
Meowth,Pickup-Technician-Unnerve,Growl-Scratch-Bite-Fake Out-Fury Swipes-Screech-Feint Attack-Taunt-Pay Day-Slash-Nasty Plot-Assurance-Captivate-Night Slash-Feint,1-1-6-9-14-17-22-25-30-33-38-41-46-49-50,1-6-10-11-12-17-18-21-24-25-27-30-32-40-41-42-44-45-46-48-49-65-66-77-85-87-88-89-90-97-100,1-8-9-17-20-26-27-31-33-35-37-42-58-59-68-73-81-85-90-95
Persian,Limber-Technician-Unnerve,Bite-Fake Out-Growl-Play Rough-Scratch-Swift-Switcheroo-Fury Swipes-Screech-Feint Attack-Taunt-Power Gem-Slash-Nasty Plot-Assurance-Captivate-Night Slash-Feint,1-1-1-1-1-1-1-14-17-22-25-32-37-44-49-56-61-65,1-5-6-10-11-12-15-17-18-21-24-25-27-30-32-40-41-42-44-45-46-48-49-63-65-66-68-77-85-87-88-89-90-97-100,1-8-9-17-20-26-27-31-33-35-37-42-58-59-63-68-73-81-85-90-95
Alolan Persian,Fur Coat-Technician-Rattled,Bite-Fake Out-Growl-Play Rough-Quash-Scratch-Swift-Switcheroo-Fury Swipes-Screech-Feint Attack-Taunt-Power Gem-Slash-Nasty Plot-Assurance-Captivate-Night Slash-Feint-Dark Pulse,1-1-1-1-1-1-1-1-14-17-22-25-32-37-44-49-56-61-65-69,1-5-6-10-11-12-15-17-18-21-24-25-27-30-32-40-41-42-44-45-46-48-49-60-63-65-66-68-77-85-87-88-89-90-95-97-100,1-8-9-17-20-26-27-31-33-35-37-42-58-59-63-68-73-81-85-90-95
Psyduck,Damp-Cloud Nine-Swift Swim,Scratch-Water Sport-Tail Whip-Water Gun-Confusion-Fury Swipes-Water Pulse-Disable-Screech-Zen Headbutt-Aqua Tail-Soak-Psych Up-Amnesia-Hydro Pump-Wonder Room,1-1-4-7-10-13-16-19-22-25-28-31-34-37-40-43,3-4-6-7-10-13-14-16-17-18-21-27-29-31-32-40-42-44-45-48-55-56-65-77-87-88-90-94-98-100,1-3-4-5-6-11-16-17-20-25-26-27-30-31-34-49-69-84
Golduck,Damp-Cloud Nine-Swift Swim,Aqua Jet-Me First-Scratch-Tail Whip-Water Gun-Water Sport-Confusion-Fury Swipes-Water Pulse-Disable-Screech-Zen Headbutt-Aqua Tail-Soak-Psych Up-Amnesia-Hydro Pump-Wonder Room,1-1-1-1-1-1-10-13-16-19-22-25-28-31-36-41-46-51,3-4-6-7-10-13-14-15-16-17-18-21-27-29-31-32-40-42-44-45-47-48-52-55-56-65-68-77-87-88-90-94-98-100,1-3-4-5-6-7-11-16-17-20-25-26-27-30-31-34-45-49-64-69-84-98
Mankey,Vital Spirit-Anger Point-Defiant,Covet-Focus Energy-Leer-Low Kick-Scratch-Fury Swipes-Karate Chop-Pursuit-Seismic Toss-Swagger-Cross Chop-Assurance-Punishment-Thrash-Close Combat-Screech-Stomping Tantrum-Outrage-Final Gambit,1-1-1-1-1-5-8-12-15-19-22-26-29-33-36-40-43-47-50,1-6-8-10-11-12-17-18-21-23-24-25-26-27-31-32-39-40-42-44-45-46-47-48-50-52-56-62-66-78-80-84-87-88-89-90-100,
Primeape,Vital Spirit-Anger Point-Defiant,Final Gambit-Fling-Focus Energy-Leer-Low Kick-Rage-Scratch-Fury Swipes-Karate Chop-Pursuit-Seismic Toss-Swagger-Cross Chop-Assurance-Punishment-Thrash-Close Combat-Screech-Stomping Tantrum-Outrage,1-1-1-1-1-1-1-5-8-12-15-19-22-26-30-35-39-44-48-53,1-6-8-10-11-12-15-17-18-21-23-24-25-26-27-31-32-39-40-42-44-45-46-47-48-50-52-56-62-66-68-71-78-80-84-87-88-89-90-100,
Growlithe,Intimidate-Flash Fire-Justified,Bite-Roar-Ember-Leer-Odor Sleuth-Helping Hand-Flame Wheel-Reversal-Fire Fang-Take Down-Flame Burst-Agility-Retaliate-Flamethrower-Crunch-Heat Wave-Outrage-Flare Blitz,1-1-6-8-10-12-17-19-21-23-28-30-32-34-39-41-43-45,5-6-10-11-17-20-21-27-32-35-38-40-42-43-44-45-46-48-50-61-87-88-90-93-95-100,1-2-12-15-20-21-24-26-27-31-32-36-43-53-55-86-90-97
Arcanine,Intimidate-Flash Fire-Justified,Bite-Fire Fang-Odor Sleuth-Roar-Thunder Fang-Extreme Speed,1-1-1-1-1-34,5-6-10-11-15-17-20-21-22-27-35-38-40-42-43-44-45-46-48-50-61-68-78-87-88-90-93-95-100,1-2-12-15-20-21-24-26-27-31-32-36-42-43-53-55-62-74-86-90-97
Poliwag,Water Absorb-Damp-Swift Swim,Water Sport-Water Gun-Hypnosis-Bubble-Double Slap-Rain Dance-Body Slam-Bubble Beam-Mud Shot-Belly Drum-Wake Up Slap-Hydro Pump-Mud Bomb,1-5-8-11-15-18-21-25-28-31-35-38-41,6-7-10-13-14-17-18-21-27-29-32-42-44-45-46-48-55-87-88-90-94-98-100,1-3-4-5-6-11-16-20-26-27-30-45-67-84
Poliwhirl,Water Absorb-Damp-Swift Swim,Hypnosis-Water Gun-Water Sport-Bubble-Double Slap-Rain Dance-Body Slam-Bubble Beam-Mud Shot-Belly Drum-Wake Up Slap-Hydro Pump-Mud Bomb,1-1-1-11-15-18-21-27-32-37-43-48-53,6-7-10-13-14-17-18-21-26-27-29-31-32-42-44-45-46-48-55-56-78-87-88-90-94-98-100,1-3-4-5-6-10-11-14-16-20-26-27-30-45-67-84
Poliwrath,Water Absorb-Damp-Swift Swim,Bubble Beam-Circle Throw-Double Slap-Hypnosis-Submission-Dynamic Punch-Mind Reader,1-1-1-1-1-32-43,1-6-7-8-10-13-14-15-17-18-21-26-27-29-31-32-39-42-44-45-46-47-48-52-55-56-66-68-78-80-84-87-88-90-94-98-100,1-3-4-5-6-10-11-14-16-20-21-26-27-30-39-45-48-53-57-64-67-84-85-93-94-95-98
Abra,Synchronize-Inner Focus-Magic Guard,Teleport,1,3-4-6-10-11-12-16-17-18-20-21-27-29-30-32-33-41-42-44-45-46-48-53-56-57-63-73-77-85-86-87-88-90-92-99-100,1-11-14-19-20-25-26-27-30-31-33-37-38-40-49-65-69-77-81-83-92
Kadabra,Synchronize-Inner Focus-Magic Guard,Confusion-Kinesis-Teleport-Confusion-Disable-Psybeam-Miracle Eye-Reflect-Psycho Cut-Recover-Telekinesis-Ally Switch-Psychic-Role Play-Future Sight-Trick,1-1-1-16-18-21-23-26-28-31-33-36-38-41-43-46,3-4-6-10-11-12-16-17-18-20-21-27-29-30-32-33-41-42-44-45-46-48-53-56-57-63-73-77-85-86-87-88-90-92-99-100,1-11-14-19-20-25-26-27-30-31-33-34-37-38-40-49-65-69-77-81-83-92
Alakazam,Trace,Confusion-Kinesis-Teleport-Disable-Miracle Eye-Reflect-Psycho Cut-Recover-Telekinesis-Ally Switch-Psychic-Calm Mind-Future Sight-Trick,1-1-1-18-21-23-26-28-31-33-36-38-41-43-46,3-4-6-10-11-12-15-16-17-18-20-21-27-29-30-32-33-41-42-44-45-46-48-52-53-56-57-63-68-73-77-85-86-87-88-90-92-99-100,1-11-14-19-20-25-26-27-30-31-33-34-37-38-40-49-64-65-68-69-77-81-82-83-92
Alakazam,Synchronize-Inner Focus-Magic Guard,Confusion-Kinesis-Teleport-Disable-Miracle Eye-Reflect-Psycho Cut-Recover-Telekinesis-Ally Switch-Psychic-Calm Mind-Future Sight-Trick,1-1-1-18-21-23-26-28-31-33-36-38-41-43-46,3-4-6-10-11-12-15-16-17-18-20-21-27-29-30-32-33-41-42-44-45-46-48-52-53-56-57-63-68-73-77-85-86-87-88-90-92-99-100,1-11-14-19-20-25-26-27-30-31-33-34-37-38-40-49-64-65-68-69-77-81-82-83-92
Machop,Guts-No Guard-Steadfast,Leer-Low Kick-Focus Energy-Karate Chop-Foresight-Low Sweep-Seismic Toss-Revenge-Knock Off-Vital Throw-Wake Up Slap-Dual Chop-Submission-Bulk Up-Cross Chop-Scary Face-Dynamic Punch,1-1-3-7-9-13-15-19-21-25-27-31-33-37-39-43-45,1-6-8-10-11-16-17-18-21-23-26-27-31-32-35-38-39-42-44-45-46-47-48-52-56-66-78-80-84-87-88-90-100,1-2-7-10-13-14-15-20-21-26-27-30-39-48-53-57-64-79-85
Machoke,Guts-No Guard-Steadfast,Focus Energy-Karate Chop-Leer-Low Kick-Foresight-Low Sweep-Seismic Toss-Revenge-Knock Off-Vital Throw-Wake Up Slap-Dual Chop-Submission-Bulk Up-Cross Chop-Scary Face-Dynamic Punch,1-1-1-1-9-13-15-19-21-25-27-33-37-43-47-53-57,1-6-8-10-11-16-17-18-21-23-26-27-31-32-35-38-39-42-44-45-46-47-48-52-56-66-78-80-84-87-88-90-100,1-2-7-10-13-14-15-20-21-26-27-30-39-48-53-57-64-79-85
Machamp,Guts-No Guard-Steadfast,Focus Energy-Karate Chop-Leer-Low Kick-Strength-Wide Guard-Foresight-Low Sweep-Seismic Toss-Revenge-Knock Off-Vital Throw-Wake Up Slap-Dual Chop-Submission-Bulk Up-Cross Chop-Scary Face-Dynamic Punch,1-1-1-1-1-1-9-13-15-19-21-25-27-33-37-43-47-53-57,1-6-8-10-11-15-16-18-21-23-26-27-31-32-35-38-39-42-44-45-46-47-48-52-56-66-68-71-78-80-84-87-88-90-100,1-2-7-10-13-14-15-20-21-26-27-30-39-48-53-57-64-75-79-85-93-94-95
Bellsprout,Chlorophyll-Gluttony,Vine Whip-Growth-Wrap-Sleep Powder-Poison Powder-Stun Spore-Acid-Knock Off-Sweet Scent-Gastro Acid-Razor Leaf-Poison Jab-Slam-Wring Out,1-7-11-13-15-17-23-27-29-35-39-41-47-50,6-9-10-11-17-21-22-27-32-33-36-42-44-45-46-48-53-75-83-84-86-87-88-90-96-100,
Weepinbell,Chlorophyll-Gluttony,Growth-Vine Whip-Wrap-Sleep Powder-Poison Powder-Stun Spore-Acid-Knock Off-Sweet Scent-Gastro Acid-Razor Leaf-Poison Jab-Slam-Wring Out,1-1-1-13-15-17-24-29-32-39-44-47-54-58,6-9-10-11-17-21-22-27-32-33-36-42-44-45-46-48-53-75-83-84-86-87-88-90-96-100,
Victreebel,Chlorophyll-Gluttony,Leaf Tornado-Razor Leaf-Sleep Powder-Spit Up-Stockpile-Swallow-Sweet Scent-Vine Whip-Leaf Storm-Leaf Blade,1-1-1-1-1-1-1-1-32-44,6-9-10-11-15-17-21-22-27-32-33-36-42-44-45-46-48-53-68-75-83-84-86-87-88-90-96-100,
Tentacool,Clear Body-Liquid Ooze-Rain Dish,Poison Sting-Supersonic-Constrict-Acid-Toxic Spikes-Water Pulse-Wrap-Acid Spray-Bubble Beam-Barrier-Poison Jab-Brine-Screech-Hex-Sludge Wave-Hydro Pump-Wring Out,1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49,6-7-9-10-13-14-17-18-20-21-27-32-34-36-42-44-45-46-48-55-66-75-83-84-87-88-90-94-98-99-100,0-3-4-5-6-16-20-22-26-27-45-54-57-78-84-92
Tentacruel,Clear Body-Liquid Ooze-Rain Dish,Acid-Constrict-Poison Sting-Reflect Type-Supersonic-Wring Out-Toxic Spikes-Water Pulse-Wrap-Acid Spray-Bubble Beam-Barrier-Poison Jab-Brine-Screech-Hex-Sludge Wave-Hydro Pump,1-1-1-1-1-1-13-16-19-22-25-28-32-36-40-44-48-52,6-7-9-10-13-14-15-17-18-20-21-27-32-34-36-42-44-45-46-48-55-66-68-75-83-84-87-88-90-94-98-99-100,0-3-4-5-6-16-20-22-26-27-45-54-57-78-84-91-92
Geodude,Rock Head-Sturdy-Sand Veil,Defense Curl-Tackle-Mud Sport-Rock Polish-Rollout-Magnitude-Rock Throw-Smack Down-Bulldoze-Self Destruct-Stealth Rock-Rock Blast-Earthquake-Explosion-Double Edge-Stone Edge,1-1-4-6-10-12-16-18-22-24-28-30-34-36-40-42,6-10-11-17-21-23-26-27-31-32-35-37-38-39-42-44-45-48-56-64-69-71-74-78-80-87-88-90-96-100,
Alolan Geodude,Magnet Pull-Sturdy-Galvanize,Defense Curl-Tackle-Charge-Rock Polish-Rollout-Spark-Rock Throw-Smack Down-Thunder Punch-Self Destruct-Stealth Rock-Rock Blast-Discharge-Explosion-Double Edge-Stone Edge,1-1-4-6-10-12-16-18-22-24-28-30-34-36-40-42,6-10-11-17-21-23-24-25-26-27-31-32-35-37-38-39-42-44-45-56-57-59-64-69-71-72-74-78-80-87-88-90-96-100,
Graveler,Rock Head-Sturdy-Sand Veil,Defense Curl-Mud Sport-Rock Polish-Tackle-Rock Polish-Rollout-Magnitude-Rock Throw-Smack Down-Bulldoze-Self Destruct-Stealth Rock-Rock Blast-Earthquake-Explosion-Double Edge-Stone Edge,1-1-1-1-6-10-12-16-18-22-24-30-34-40-44-50-54,6-10-11-17-21-23-26-27-31-32-35-37-38-39-42-44-45-48-56-64-69-71-74-78-80-87-88-90-96-100,
Alolan Graveler,Magnet Pull-Sturdy-Galvanize,Charge-Defense Curl-Rock Polish-Tackle-Rock Polish-Rollout-Spark-Rock Throw-Smack Down-Thunder Punch-Self Destruct-Stealth Rock-Rock Blast-Discharge-Explosion-Double Edge-Stone Edge,1-1-1-1-6-10-12-16-18-22-24-30-34-40-44-50-54,6-10-11-17-21-23-24-25-26-27-31-32-35-37-38-39-42-44-45-48-56-57-59-64-69-71-72-74-78-80-87-88-90-96-100,
Golem,Rock Head-Sturdy-Sand Veil,Defense Curl-Heavy Slam-Mud Sport-Rock Polish-Tackle-Steamroller-Magnitude-Rock Throw-Smack Down-Bulldoze-Self Destruct-Stealth Rock-Rock Blast-Earthquake-Explosion-Double Edge-Stone Edge-Heavy Slam,1-1-1-1-1-10-12-16-18-22-24-30-34-40-44-50-54-60,5-6-10-11-15-17-21-23-26-27-31-32-35-37-38-39-42-44-45-48-52-56-64-68-69-71-74-78-80-87-88-90-96-100,
Alolan Golem,Magnet Pull-Sturdy-Galvanize,Charge-Defense Curl-Heavy Slam-Rock Polish-Tackle-Steamroller-Spark-Rock Throw-Smack Down-Thunder Punch-Self Destruct-Stealth Rock-Rock Blast-Discharge-Explosion-Double Edge-Stone Edge-Heavy Slam,1-1-1-1-1-10-12-16-18-22-24-30-34-40-44-50-54-60,5-6-10-11-15-17-21-23-24-25-26-27-31-32-35-37-38-39-42-44-45-48-49-52-56-57-59-64-68-69-71-72-74-78-80-87-88-90-93-96-100,
Ponyta,Run Away-Flash Fire-Flame Body,Growl-Tackle-Tail Whip-Ember-Flame Wheel-Stomp-Flame Charge-Fire Spin-Take Down-Inferno-Agility-Fire Blast-Bounce-Flare Blitz,1-1-4-9-13-17-21-25-29-33-37-41-45-49,6-10-11-17-21-22-27-32-35-38-42-43-44-45-48-49-50-61-87-88-90-93-100,1-2-7-12-15-20-26-27-31-36-43-55-83-86-90-94
Galarian Ponyta,Run Away-Pastel Veil-Anticipation,Growl-Tackle-Tail Whip-Confusion-Fairy Wind-Agility-Psybeam-Stomp-Heal Pulse-Take Down-Dazzling Gleam-Psychic-Healing Wish,1-1-5-10-15-20-25-30-35-41-45-50-55,,1-7-11-12-20-26-27-31-34-49-69-82-83-86-90-92-94
Rapidash,Run Away-Flash Fire-Flame Body,Ember-Fury Attack-Growl-Megahorn-Poison Jab-Quick Attack-Tail Whip-Flame Wheel-Stomp-Flame Charge-Fire Spin-Take Down-Inferno-Agility-Fire Blast-Bounce-Flare Blitz,1-1-1-1-1-1-1-13-17-21-25-29-33-37-41-45-49,6-10-11-15-17-21-22-27-32-35-38-42-43-44-45-48-49-50-61-67-68-84-87-88-90-93-100,0-1-2-7-12-15-20-26-27-28-29-31-36-43-55-57-83-86-87-90-94-95
Galarian Rapidash,Run Away-Pastel Veil-Anticipation,Confusion-Growl-Megahorn-Psycho Cut-Quick Attack-Tackle-Tail Whip-Fairy Wind-Agility-Psybeam-Stomp-Heal Pulse-Take Down-Dazzling Gleam-Psychic-Healing Wish,1-1-1-1-1-1-1-15-20-25-30-35-43-49-56-63,,0-1-7-11-12-20-26-27-28-29-31-34-49-69-82-83-86-87-90-92-94-95
Slowpoke,Oblivious-Own Tempo-Regenerator,Curse-Tackle-Yawn-Growl-Water Gun-Confusion-Disable-Headbutt-Water Pulse-Zen Headbutt-Slack Off-Amnesia-Psychic-Rain Dance-Psych Up-Heal Pulse,1-1-1-5-9-14-19-23-28-32-36-41-45-49-54-58,3-4-6-7-10-11-13-14-16-17-18-20-21-26-27-39-30-32-35-38-42-44-45-48-49-55-73-77-78-85-86-87-88-90-92-94-100,1-2-3-4-5-6-10-11-15-17-19-20-25-26-27-31-33-34-38-40-49-69-77-82-84-98
Galarian Slowpoke,Gluttony-Own Tempo-Regenerator,Curse-Tackle-Growl-Acid-Yawn-Confusion-Disable-Water Pulse-Headbutt-Zen Headbutt-Amnesia-Surf-Slack Off-Psychic-Psych Up-Rain Dance-Heal Pulse,1-1-3-6-9-12-15-18-21-24-27-30-33-36-39-42-45,,1-2-3-4-5-6-10-11-15-17-19-20-25-26-27-31-33-34-38-40-49-69-77-81-82-84-98
Galarian Slowbro,Quick Draw-Own Tempo-Regenerator,Acid-Curse-Growl-Shell Side Arm-Tackle-Withdraw-Yawn-Confusion-Disable-Water Pulse-Headbutt-Zen Headbutt-Amnesia-Surf-Slack Off-Psychic-Psych Up-Rain Dance-Heal Pulse,1-1-1-1-1-1-9-12-15-18-21-24-27-30-33-36-39-42-45,,1-2-3-4-5-6-10-11-15-17-19-20-22-25-26-27-31-33-34-38-40-45-46-49-57-64-68-69-77-78-81-82-84-98
Slowbro,Oblivious-Own Tempo-Regenerator,Curse-Growl-Heal Pulse-Tackle-Withdraw-Yawn-Water Gun-Confusion-Disable-Headbutt-Water Pulse-Zen Headbutt-Slack Off-Amnesia-Psychic-Rain Dance-Psych Up,1-1-1-1-1-1-5-9-14-19-23-28-32-36-43-49-55-62,3-4-6-7-10-11-13-14-15-16-17-18-20-21-26-27-29-30-31-32-35-38-40-42-44-45-48-49-52-55-56-68-73-77-78-85-86-87-88-90-92-94-100,1-2-3-4-5-6-10-11-15-17-19-20-25-26-27-31-33-34-38-40-45-46-49-64-68-69-77-81-82-84-98-99
Mega Slowbro,Shell Armor,Curse-Growl-Heal Pulse-Tackle-Withdraw-Yawn-Water Gun-Confusion-Disable-Headbutt-Water Pulse-Zen Headbutt-Slack Off-Amnesia-Psychic-Rain Dance-Psych Up,1-1-1-1-1-1-5-9-14-19-23-28-32-36-43-49-55-62,3-4-6-7-10-11-13-14-15-16-17-18-20-21-26-27-29-30-31-32-35-38-40-42-44-45-48-49-52-55-56-68-73-77-78-85-86-87-88-90-92-94-100,1-2-3-4-5-6-10-11-15-17-19-20-25-26-27-31-33-34-38-40-45-46-49-64-68-69-77-81-82-84-98-99
Magnemite,Magnet Pull-Sturdy-Analytic,Supersonic-Tackle-Thunder Shock-Thunder Wave-Magnet Bomb-Light Screen-Sonic Boom-Spark-Mirror Shot-Metal Sound-Electro Ball-Flash Cannon-Screech-Discharge-Lock On-Magnet Rise-Gyro Ball-Zap Cannon,1-1-5-7-11-13-17-19-23-25-29-31-35-37-41-43-47-49,6-10-11-16-17-18-21-24-25-27-32-33-42-44-48-57-64-72-73-74-77-87-88-90-91-93-100,8-9-20-26-27-46-52-70-80-86
Magneton,Magnet Pull-Sturdy-Analytic,Electric Terrain-Supersonic-Tackle-Thunder Shock-Thunder Wave-Tri Attack-Zap Cannon-Magnet Bomb-Light Screen-Sonic Boom-Spark-Mirror Shot-Metal Sound-Electro Ball-Flash Cannon-Screech-Discharge-Lock On-Magnet Rise-Gyro Ball,1-1-1-1-1-1-1-11-13-17-19-23-25-29-33-39-43-49-53-59-63,6-10-11-15-16-17-18-21-24-25-27-32-33-42-44-48-57-64-68-72-73-74-77-87-88-90-91-93-100,8-9-19-20-26-27-46-52-70-80-86
Galarian Farfetchd,Steadfast-Scrappy,Peck-Sand Attack-Leer-Fury Cutter-Rock Smash-Brutal Swing-Detect-Knock Off-Defog-Brick Break-Swords Dance-Slam-Leaf Blade-Final Gambit-Brave Bird,1-1-5-10-15-20-25-30-35-40-45-50-55-60-65,,0-1-13-20-26-27-39-50-53-57-66-85-95
Farfetchd,Keen Eye-Inner Focus-Defiant,Brave Bird-Fury Cutter-Leer-Peck-Poison Jab-Sand Attack-Aerial Ace-Knock Off-Slash-Air Cutter-Swords Dance-Agility-Night Slash-Acrobatics-Feint-False Swipe-Air Slash,1-1-1-1-1-1-7-9-13-19-21-25-31-33-37-43-45-49,1-6-10-11-17-19-21-27-32-40-42-44-45-46-48-51-54-59-62-75-76-77-84-87-88-89-90-100,0-1-12-13-20-26-27-29-31-35-36-50-53-57-66-85-95
Doduo,Run Away-Early Bird-Tangled Feet,Growl-Peck-Quick Attack-Rage-Fury Attack-Pursuit-Pluck-Double Hit-Agility-Uproar-Acupressure-Swords Dance-Jump Kick-Drill Peck-Endeavor-Thrash,1-1-5-8-12-15-19-22-26-29-33-36-40-43-47-50,1-6-10-11-17-19-21-27-32-40-42-44-45-46-48-49-51-75-76-87-88-90-100,
Dodrio,Run Away-Early Bird-Tangled Feet,Growl-Peck-Quick Attack-Rage-Tri Attack-Fury Attack-Pursuit-Pluck-Double Hit-Agility-Uproar-Acupressure-Swords Dance-Jump Kick-Drill Peck-Endeavor-Thrash,1-1-1-1-1-12-15-19-22-26-29-34-38-43-47-52-56,1-6-10-11-12-15-17-19-21-27-32-40-41-42-44-45-46-48-49-51-66-68-75-76-87-88-90-100,
Seel,Thick Fat-Hydration-Ice Body,Headbutt-Growl-Water Sport-Icy Wind-Encore-Ice Shard-Rest-Aqua Ring-Aurora Beam-Aqua Jet-Brine-Take Down-Dive-Aqua Tail-Ice Beam-Safeguard-Hail,1-3-7-11-13-16-21-23-27-31-33-37-41-43-47-51-53,6-7-10-13-14-17-18-20-21-27-32-42-44-45-46-48-49-56-67-87-88-90-94-98-100,
Dewgong,Thick Fat-Hydration-Ice Body,Growl-Headbutt-Icy Wind-Sheer Cold-Signal Beam-Encore-Ice Shard-Rest-Aqua Ring-Aurora Beam-Aqua Jet-Brine-Take Down-Dive-Aqua Tail-Ice Beam-Safeguard-Hail,1-1-1-1-1-13-17-21-23-27-31-33-39-45-49-55-61-65,6-7-10-13-14-15-17-18-20-21-27-32-42-44-45-46-48-49-56-67-68-79-87-88-90-94-98-100,
Alolan Grimer,Poison Touch-Gluttony-Power of Alchemy,Poison Gas-Pound-Harden-Bite-Disable-Acid Spray-Poison Fang-Minimize-Fling-Knock Off-Crunch-Screech-Gunk Shot-Acid Armor-Belch-Memento,1-1-4-7-12-15-18-21-26-29-32-37-40-43-46-48,6-9-10-11-12-17-18-21-27-30-32-34-35-36-38-39-41-42-44-45-46-48-56-59-60-63-64-66-69-71-80-83-84-87-88-90-95-100,
Grimer,Stench-Sticky Hold-Poison Touch,Poison Gas-Pound-Harden-Mud Slap-Disable-Sludge-Mud Bomb-Minimize-Fling-Sludge Bomb-Sludge Wave-Screech-Gunk Shot-Acid Armor-Belch-Memento,1-1-4-7-12-15-18-21-26-29-32-37-40-43-46-48,6-9-10-11-12-17-18-21-24-25-27-30-32-34-35-36-38-39-41-42-44-45-46-48-56-64-66-80-83-84-87-88-90-100,
Alolan Muk,Poison Touch-Gluttony-Power of Alchemy,Bite-Harden-Poison Gas-Pound-Venom Drench-Disable-Acid Spray-Poison Fang-Minimize-Fling-Knock Off-Crunch-Screech-Gunk Shot-Acid Armor-Belch-Memento,1-1-1-1-1-12-15-18-21-26-29-32-37-40-46-52-57,6-9-10-11-12-15-17-18-21-27-30-31-32-34-35-36-38-39-41-42-44-45-46-48-52-56-59-60-63-64-66-68-69-71-80-83-84-87-88-90-95-97-100,
Muk,Stench-Sticky Hold-Poison Touch,Harden-Mud Slap-Poison Gas-Pound-Venom Drench-Disable-Sludge-Mud Bomb-Minimize-Fling-Sludge Bomb-Sludge Wave-Screech-Gunk Shot-Acid Armor-Belch-Memento,1-1-1-1-1-12-15-18-21-26-29-32-37-40-46-52-57,6-9-10-11-12-15-17-18-21-24-25-27-30-31-32-34-35-36-38-39-41-42-44-45-46-48-52-56-64-66-68-80-83-84-87-88-90-97-100,
Shellder,Shell Armor-Skill Link-Overcoat,Tackle-Water Gun-Withdraw-Supersonic-Icicle Spear-Protect-Leer-Clamp-Ice Shard-Razor Shell-Aurora Beam-Whirlpool-Brine-Iron Defense-Ice Beam-Shell Smash-Hydro Pump,1-1-4-8-13-16-20-25-28-32-37-40-44-49-52-56-61,6-7-10-13-14-17-18-21-27-32-42-44-45-48-64-66-87-88-90-94-100,3-4-5-6-19-20-26-27-46-98
Cloyster,Shell Armor-Skill Link-Overcoat,Aurora Beam-Hydro Pump-Protect-Shell Smash-Supersonic-Toxic Spikes-Withdraw-Spike Cannon-Spikes-Icicle Crash,1-1-1-1-1-1-1-13-28-50,6-7-10-13-14-15-17-18-21-27-32-41-42-44-45-48-64-66-67-68-79-84-87-88-90-94-100,3-4-5-6-19-20-23-26-27-46-54-57-98
Gastly,Levitate,Hypnosis-Lick-Spite-Mean Look-Curse-Night Shade-Confuse Ray-Sucker Punch-Payback-Shadow Ball-Dream Eater-Dark Pulse-Destiny Bond-Hex-Nightmare,1-1-5-8-12-15-19-22-26-29-33-36-40-43-47,6-9-10-11-12-17-18-21-24-27-29-30-32-36-41-42-44-45-46-48-53-61-63-64-66-77-83-85-87-88-90-92-97-99-100,8-11-20-22-26-27-33-35-37-38-40-57-58-65-78-81-83-92
Haunter,Levitate,Hypnosis-Lick-Shadow Punch-Spite-Mean Look-Curse-Night Shade-Confuse Ray-Sucker Punch-Payback-Shadow Ball-Dream Eater-Dark Pulse-Destiny Bond-Hex-Nightmare,1-1-1-1-8-12-15-19-22-28-33-39-44-50-55-61,6-9-10-11-12-17-18-21-24-27-29-30-32-36-41-42-44-45-46-48-53-56-61-63-64-65-66-77-83-84-85-87-88-90-92-97-99-100,8-11-20-22-26-27-30-33-35-37-38-40-57-58-65-78-81-83-92
